file,qualname,line,expected_test_name,matched_tests,has_test,checked
scripts/helpers/general_helpers.py,qty_to_mcpu_int,365,test_qty_to_mcpu_int,"[""test_qty_to_mcpu_int_invalid"",""test_qty_to_mcpu_int_valid""]",1,0
scripts/helpers/general_helpers.py,qty_to_mcpu_str,404,test_qty_to_mcpu_str,"[""test_qty_to_mcpu_str""]",1,0
scripts/helpers/general_helpers.py,seeded_random,474,test_seeded_random,"[""test_seeded_random_reproducible""]",1,0
scripts/helpers/general_helpers.py,setup_logging,60,test_setup_logging,"[""test_setup_logging_formats_with_prefix_and_level""]",1,0
scripts/helpers/general_helpers.py,Clock.sleep,654,test_sleep,[],0,0
scripts/helpers/general_helpers.py,SystemClock.sleep,661,test_sleep,[],0,0
scripts/helpers/general_helpers.py,solver_trigger_http,549,test_solver_trigger_http,"[""test_solver_trigger_http_connect_failure"",""test_solver_trigger_http_http_error"",""test_solver_trigger_http_success""]",1,0
scripts/helpers/general_helpers.py,strip_outer_quotes,592,test_strip_outer_quotes,[],0,0
scripts/helpers/general_helpers.py,Clock.time,653,test_time,[],0,0
scripts/helpers/general_helpers.py,SystemClock.time,658,test_time,[],0,0
scripts/helpers/general_helpers.py,write_info_file,124,test_write_info_file,"[""test_write_info_file_calls_write_info_file"",""test_write_info_file_logs_warning_on_exception""]",1,0
scripts/helpers/job_generator.py,dump_yaml,9,test_dump_yaml,[],0,0
scripts/helpers/job_generator.py,ensure_trailing_s,22,test_ensure_trailing_s,[],0,0
scripts/helpers/job_generator.py,main,67,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/helpers/job_generator.py,make_filename,25,test_make_filename,[],0,0
scripts/helpers/job_generator.py,make_output_dir,31,test_make_output_dir,[],0,0
scripts/helpers/job_generator.py,normalize_to_data_jobs,55,test_normalize_to_data_jobs,[],0,0
scripts/helpers/job_generator.py,prune_nones,37,test_prune_nones,[],0,0
scripts/helpers/job_generator.py,time_tag,18,test_time_tag,[],0,0
scripts/helpers/job_generator.py,util_tag,14,test_util_tag,[],0,0
scripts/helpers/job_helpers.py,_accept_default,19,test_accept_default,[],0,0
scripts/helpers/job_helpers.py,merge_job_fields_into_args,63,test_merge_job_fields_into_args,"[""test_merge_job_fields_into_args_cli_wins_and_parses_monitor_interval"",""test_merge_job_fields_into_args_fills_missing_and_ignores_invalid_types"",""test_merge_job_fields_into_args_only_fills_missing""]",1,0
scripts/helpers/job_helpers.py,parse_optional_bool,27,test_parse_optional_bool,[],0,0
scripts/helpers/job_helpers.py,parse_optional_float,47,test_parse_optional_float,[],0,0
scripts/helpers/job_helpers.py,parse_optional_int,31,test_parse_optional_int,[],0,0
scripts/helpers/job_helpers.py,parse_optional_str,23,test_parse_optional_str,[],0,0
scripts/helpers/kubectl_helpers.py,delete_pod,166,test_delete_pod,"[""test_delete_pod_uses_ignore_not_found""]",1,0
scripts/helpers/kubectl_helpers.py,delete_rs,173,test_delete_rs,"[""test_delete_rs_uses_ignore_not_found""]",1,0
scripts/helpers/kubectl_helpers.py,ensure_namespace,41,test_ensure_namespace,"[""test_ensure_namespace_creates_when_missing"",""test_ensure_namespace_noop_when_present""]",1,0
scripts/helpers/kubectl_helpers.py,ensure_priority_classes,59,test_ensure_priority_classes,"[""test_ensure_priority_classes_applies_generated_yaml""]",1,0
scripts/helpers/kubectl_helpers.py,ensure_service_account,49,test_ensure_service_account,"[""test_ensure_service_account_gives_up_after_retries"",""test_ensure_service_account_retries_until_found""]",1,0
scripts/helpers/kubectl_helpers.py,get_json_ctx,188,test_get_json_ctx,"[""test_get_json_ctx_raises_runtime_error_with_output_tail"",""test_get_json_ctx_success_includes_context_when_provided"",""test_get_json_ctx_success_without_context""]",1,0
scripts/helpers/kubectl_helpers.py,get_rs_spec_replicas,113,test_get_rs_spec_replicas,"[""test_get_rs_spec_replicas_parses_or_none""]",1,0
scripts/helpers/kubectl_helpers.py,kubectl_apply_yaml,35,test_kubectl_apply_yaml,"[""test_kubectl_apply_yaml_calls_run_kubectl_logged""]",1,0
scripts/helpers/kubectl_helpers.py,run_kubectl_logged,20,test_run_kubectl_logged,"[""test_run_kubectl_logged_raises_on_error_when_check_true"",""test_run_kubectl_logged_success_logs_output""]",1,0
scripts/helpers/kubectl_helpers.py,wait_each,66,test_wait_each,"[""test_wait_each_dispatches""]",1,0
scripts/helpers/kubectl_helpers.py,wait_pod,77,test_wait_pod,"[""test_wait_pod_exist_success"",""test_wait_pod_ready_success"",""test_wait_pod_running_success"",""test_wait_pod_timeout""]",1,0
scripts/helpers/kubectl_helpers.py,wait_rs_pods,125,test_wait_rs_pods,"[""test_wait_rs_pods_exist_reaches_desired"",""test_wait_rs_pods_ready_reaches_desired"",""test_wait_rs_pods_timeout_returns_last_count""]",1,0
scripts/helpers/kubectl_helpers.py,yaml_priority_class,7,test_yaml_priority_class,"[""test_yaml_priority_class_contains_expected_fields""]",1,0
scripts/helpers/kwokctl_helpers.py,create_kwok_nodes,150,test_create_kwok_nodes,"[""test_create_kwok_nodes_calls_kubectl_apply_yaml""]",1,0
scripts/helpers/kwokctl_helpers.py,ensure_kwok_cluster,128,test_ensure_kwok_cluster,"[""test_ensure_kwok_cluster_calls_delete_then_create_when_recreate_true"",""test_ensure_kwok_cluster_no_delete_when_recreate_false""]",1,0
scripts/helpers/kwokctl_helpers.py,kwok_cache_lock,183,test_kwok_cache_lock,"[""test_kwok_cache_lock_locks_and_unlocks""]",1,0
scripts/helpers/kwokctl_helpers.py,kwok_pods_cap,167,test_kwok_pods_cap,"[""test_kwok_pods_cap_defaults_and_scales""]",1,0
scripts/helpers/kwokctl_helpers.py,merge_kwokctl_envs,207,test_merge_kwokctl_envs,"[""test_merge_kwokctl_envs_creates_components_patch_when_missing"",""test_merge_kwokctl_envs_merges_by_name_and_sorts_stable""]",1,0
scripts/helpers/kwokctl_helpers.py,run_kwokctl_logged,114,test_run_kwokctl_logged,"[""test_run_kwokctl_logged_raises_on_error_when_check_true"",""test_run_kwokctl_logged_success_logs_output""]",1,0
scripts/helpers/kwokctl_helpers.py,save_kwok_scheduler_logs,238,test_save_kwok_scheduler_logs,[],0,0
scripts/helpers/kwokctl_helpers.py,yaml_kwok_node,19,test_yaml_kwok_node,"[""test_yaml_kwok_node_contains_expected_fields""]",1,0
scripts/helpers/kwokctl_helpers.py,yaml_kwok_pod,88,test_yaml_kwok_pod,"[""test_yaml_kwok_pod_contains_expected_fields""]",1,0
scripts/helpers/kwokctl_helpers.py,yaml_kwok_rs,56,test_yaml_kwok_rs,"[""test_yaml_kwok_rs_contains_expected_fields""]",1,0
scripts/kwok_integration_tests/setup_cluster.py,build_argparser,148,test_build_argparser,"[""test_build_argparser_parses_basic_args""]",1,0
scripts/kwok_integration_tests/setup_cluster.py,main,193,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/kwok_integration_tests/setup_cluster.py,setup_cluster,46,test_setup_cluster,[],0,0
scripts/kwok_trace_replayer/compare_plots.py,build_stepwise_diff,108,test_build_stepwise_diff,[],0,0
scripts/kwok_trace_replayer/compare_plots.py,detect_priorities_from_unsched,69,test_detect_priorities_from_unsched,[],0,0
scripts/kwok_trace_replayer/compare_plots.py,main,217,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/kwok_trace_replayer/compare_plots.py,parse_args,20,test_parse_args,[],0,0
scripts/kwok_trace_replayer/compare_plots.py,time_based_running_average,167,test_time_based_running_average,[],0,0
scripts/kwok_trace_replayer/plot_helpers.py,plot_bar_with_geometric,145,test_plot_bar_with_geometric,[],0,0
scripts/kwok_trace_replayer/plot_helpers.py,plot_histogram_with_pareto,12,test_plot_histogram_with_pareto,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator.__init__,160,test_init__,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._build_geometric_support,384,test_build_geometric_support,"[""test_build_geometric_support_validates_and_returns_probs""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._delete_completed_pods,422,test_delete_completed_pods,"[""test_delete_completed_pods_updates_cluster_state""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._fit_alphas,323,test_fit_alphas,"[""test_fit_alphas_sets_fields_and_attaches_to_args""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._generate_trace,713,test_generate_trace,"[""test_generate_trace_write_trace_and_run""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._plot_generated_histograms,588,test_plot_generated_histograms,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._plot_trace_utilization,473,test_plot_trace_utilization,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._sample_pareto,238,test_sample_pareto,"[""test_sample_pareto_validates_and_respects_xmax""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._solve_alpha_of_pareto_for_mean,265,test_solve_alpha_of_pareto_for_mean,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._stats,450,test_stats,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._summarize_utilization,438,test_summarize_utilization,"[""test_summarize_utilization_handles_empty_snapshots""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._write_info_file,216,test_write_info_file,"[""test_write_info_file_calls_write_info_file"",""test_write_info_file_logs_warning_on_exception""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator._write_trace,827,test_write_trace,[],0,0
scripts/kwok_trace_replayer/trace_generator.py,build_arg_parser,57,test_build_arg_parser,"[""test_build_arg_parser_requires_means_and_has_defaults""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator.log_args,203,test_log_args,"[""test_log_args_emits_block""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,main,900,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,round_float_args,145,test_round_float_args,"[""test_round_float_args_rounds_only_floats""]",1,0
scripts/kwok_trace_replayer/trace_generator.py,TraceGenerator.run,880,test_run,"[""test_run_dispatches_to_seed_file"",""test_run_kubectl_logged_raises_on_error_when_check_true"",""test_run_kubectl_logged_success_logs_output"",""test_run_kwokctl_logged_raises_on_error_when_check_true"",""test_run_kwokctl_logged_success_logs_output"",""test_run_mode_count_runs_one_seed_without_cluster"",""test_run_mode_count_skips_seen_random_seed"",""test_run_mode_seed_file_breaks_when_quota_reached"",""test_run_mode_seed_file_runs_one_seed"",""test_run_mode_seed_file_skips_seen_seed"",""test_run_mode_single_seed_skips_when_already_seen"",""test_run_orchestrates_and_saves_logs"",""test_run_single_seed_flushes_deferred_failure_on_last_attempt"",""test_run_single_seed_retries_then_succeeds"",""test_run_writes_per_combo_csv_and_skips_bad_folder""]",1,0
scripts/kwok_trace_replayer/trace_helpers.py,estimate_pareto_params,36,test_estimate_pareto_params,"[""test_estimate_pareto_params_returns_positive_params""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer.__init__,238,test_init__,[],0,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._build_events,423,test_build_events,[],0,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._monitor_loop,702,test_monitor_loop,"[""test_monitor_loop_writes_csv_and_counts_by_priority""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,_parse_optional_bool_strict,163,test_parse_optional_bool_strict,[],0,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._replay_events,462,test_replay_events,"[""test_replay_events_degenerate_end_before_start_does_not_sleep"",""test_replay_events_future_exception_is_caught"",""test_replay_events_next_batch_beyond_end_aligns_and_exits"",""test_replay_events_no_events_sleeps_until_end"",""test_replay_events_processes_batch_and_aligns_after_last_batch""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._rs_name_for_record,342,test_rs_name_for_record,"[""test_rs_name_for_record_is_stable""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._save_scheduler_logs,328,test_save_scheduler_logs,"[""test_save_scheduler_logs_prune_failure_is_non_fatal"",""test_save_scheduler_logs_prunes_collision_and_writes_bytes""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._snapshot_from_pods,655,test_snapshot_from_pods,"[""test_snapshot_from_pods_computes_utilization_and_pending""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer._write_info_file,303,test_write_info_file,"[""test_write_info_file_calls_write_info_file"",""test_write_info_file_logs_warning_on_exception""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,build_argparser,80,test_build_argparser,"[""test_build_argparser_parses_basic_args""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,ensure_default_args,189,test_ensure_default_args,"[""test_ensure_default_args_defaults_count_from_seeds_not_all_running"",""test_ensure_default_args_rejects_default_scheduler_incompatible_flags"",""test_ensure_default_args_rejects_incompatible_seed_args"",""test_ensure_default_args_rejects_invalid_seed_and_count_bounds"",""test_ensure_default_args_rejects_seed_and_seed_file"",""test_ensure_default_args_rejects_seed_file_and_count"",""test_ensure_default_args_requires_a_run_mode"",""test_ensure_default_args_sets_defaults_and_validates_paths"",""test_ensure_default_args_solver_trigger_requires_binary_runtime"",""test_ensure_default_args_validates_required_fields"",""test_ensure_default_args_validates_seed_file_and_config_paths""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer.get_pod_prio,772,test_get_pod_prio,[],0,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer.load_trace,350,test_load_trace,"[""test_load_trace_and_build_events_and_save_logs""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer.log_args,295,test_log_args,"[""test_log_args_emits_block""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,main,929,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,merge_job_fields_into_args,155,test_merge_job_fields_into_args,"[""test_merge_job_fields_into_args_cli_wins_and_parses_monitor_interval"",""test_merge_job_fields_into_args_fills_missing_and_ignores_invalid_types"",""test_merge_job_fields_into_args_only_fills_missing""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer.run,835,test_run,"[""test_run_dispatches_to_seed_file"",""test_run_kubectl_logged_raises_on_error_when_check_true"",""test_run_kubectl_logged_success_logs_output"",""test_run_kwokctl_logged_raises_on_error_when_check_true"",""test_run_kwokctl_logged_success_logs_output"",""test_run_mode_count_runs_one_seed_without_cluster"",""test_run_mode_count_skips_seen_random_seed"",""test_run_mode_seed_file_breaks_when_quota_reached"",""test_run_mode_seed_file_runs_one_seed"",""test_run_mode_seed_file_skips_seen_seed"",""test_run_mode_single_seed_skips_when_already_seen"",""test_run_orchestrates_and_saves_logs"",""test_run_single_seed_flushes_deferred_failure_on_last_attempt"",""test_run_single_seed_retries_then_succeeds"",""test_run_writes_per_combo_csv_and_skips_bad_folder""]",1,0
scripts/kwok_trace_replayer/trace_replayer.py,TraceReplayer.sleep_until,488,test_sleep_until,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer.__init__,109,test_init__,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer._compute_category_counts,144,test_compute_category_counts,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer._format_num,113,test_format_num,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer._placement_flags,133,test_placement_flags,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer._solver_called_count,140,test_solver_called_count,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer._split_default_all_running,119,test_split_default_all_running,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer._status_flags,125,test_status_flags,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer.analyze_combo,189,test_analyze_combo,"[""test_analyze_combo_emits_warn_branches_when_patched"",""test_analyze_combo_skips_missing_dirs_and_files""]",1,0
scripts/kwok_workload_once/combine_results.py,build_argparser,360,test_build_argparser,"[""test_build_argparser_parses_basic_args""]",1,0
scripts/kwok_workload_once/combine_results.py,default_vs_solver_per_seed,314,test_default_vs_solver_per_seed,[],0,0
scripts/kwok_workload_once/combine_results.py,load_csv,48,test_load_csv,"[""test_load_csv_and_default_vs_solver_per_seed""]",1,0
scripts/kwok_workload_once/combine_results.py,main,380,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/kwok_workload_once/combine_results.py,parse_solver_dirname,27,test_parse_solver_dirname,[],0,0
scripts/kwok_workload_once/combine_results.py,rate,24,test_rate,[],0,0
scripts/kwok_workload_once/combine_results.py,CombineResultsAnalyzer.run,272,test_run,"[""test_run_dispatches_to_seed_file"",""test_run_kubectl_logged_raises_on_error_when_check_true"",""test_run_kubectl_logged_success_logs_output"",""test_run_kwokctl_logged_raises_on_error_when_check_true"",""test_run_kwokctl_logged_success_logs_output"",""test_run_mode_count_runs_one_seed_without_cluster"",""test_run_mode_count_skips_seen_random_seed"",""test_run_mode_seed_file_breaks_when_quota_reached"",""test_run_mode_seed_file_runs_one_seed"",""test_run_mode_seed_file_skips_seen_seed"",""test_run_mode_single_seed_skips_when_already_seen"",""test_run_orchestrates_and_saves_logs"",""test_run_single_seed_flushes_deferred_failure_on_last_attempt"",""test_run_single_seed_retries_then_succeeds"",""test_run_writes_per_combo_csv_and_skips_bad_folder""]",1,0
scripts/kwok_workload_once/plots_and_tables.py,aggregate_over_util,111,test_aggregate_over_util,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,emit_row,453,test_emit_row,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,fmt_cell,400,test_fmt_cell,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,get_rate,268,test_get_rate,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,metric_pivot,376,test_metric_pivot,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,plot_2d_grid_ppn_prio_with_aggregated_util,152,test_plot_2d_grid_ppn_prio_with_aggregated_util,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,plot_3d_ppn_prio_timeout,264,test_plot_3d_ppn_prio_timeout,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,safe_div,135,test_safe_div,[],0,0
scripts/kwok_workload_once/plots_and_tables.py,save_figure,100,test_save_figure,[],0,0
scripts/public_trace_analysis/plots.py,build_plot_specs_for_dataset,156,test_build_plot_specs_for_dataset,[],0,0
scripts/public_trace_analysis/plots.py,main,279,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/public_trace_analysis/plots.py,make_combined_grid,175,test_make_combined_grid,[],0,0
scripts/public_trace_analysis/save_data.py,add_inter_arrivals,226,test_add_inter_arrivals,[],0,0
scripts/public_trace_analysis/save_data.py,load_alibaba_rows,40,test_load_alibaba_rows,[],0,0
scripts/public_trace_analysis/save_data.py,load_google_rows,75,test_load_google_rows,[],0,0
scripts/public_trace_analysis/save_data.py,main,270,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/public_trace_analysis/save_data.py,write_output,244,test_write_output,[],0,0
scripts/python_solver/main.py,CPSATSolver._add_assign_constraints,475,test_add_assign_constraints,[],0,0
scripts/python_solver/main.py,CPSATSolver._add_capacity_constraints,463,test_add_capacity_constraints,[],0,0
scripts/python_solver/main.py,CPSATSolver._add_mode_specific_constraints,499,test_add_mode_specific_constraints,[],0,0
scripts/python_solver/main.py,CPSATSolver._add_protected_stay_constraints,482,test_add_protected_stay_constraints,[],0,0
scripts/python_solver/main.py,CPSATSolver._apply_preemptor_to_pods,326,test_apply_preemptor_to_pods,"[""test_apply_preemptor_to_pods_adds_pending_if_missing""]",1,0
scripts/python_solver/main.py,CPSATSolver._build_decision_vars,451,test_build_decision_vars,[],0,0
scripts/python_solver/main.py,CPSATSolver._compute_overall_status,844,test_compute_overall_status,[],0,0
scripts/python_solver/main.py,CPSATSolver._dedupe_pods_by_uid,301,test_dedupe_pods_by_uid,"[""test_dedupe_pods_by_uid_prefers_running_record""]",1,0
scripts/python_solver/main.py,CPSATSolver._extract_plan,782,test_extract_plan,[],0,0
scripts/python_solver/main.py,CPSATSolver._freeze_problem,350,test_freeze_problem,"[""test_freeze_problem_builds_indices_and_eligible_nodes""]",1,0
scripts/python_solver/main.py,CPSATSolver._init_solver,285,test_init_solver,[],0,0
scripts/python_solver/main.py,CPSATSolver._parse_options,264,test_parse_options,[],0,0
scripts/python_solver/main.py,CPSATSolver._read_input,257,test_read_input,[],0,0
scripts/python_solver/main.py,CPSATSolver._solve_lexicographically,516,test_solve_lexicographically,[],0,0
